Gene_set,Term,Term_Name,Overlap,term_size,query_size,P-value,Adjusted P-value,Genes,significant,description,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0009648,photoperiodism,2,27,10,0.0006580864386968385,0.002246570945896104,5499;5501,True,"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of detection of, or exposure to, a period of light or dark of a given length, measured relative to a particular duration known as the 'critical day length'. The critical day length varies between species."" [GOC:jid, GOC:pj, ISBN:0582015952, ISBN:0697037754, ISBN:0709408862]",19241,0.2,0.07407407407407407,query_1,['GO:0009416']
GO:BP,GO:0050905,neuromuscular process,3,175,10,0.0006580864386968385,0.002246570945896104,2903;2905;2906,True,"""Any process pertaining to the functions of the nervous and muscular systems of an organism."" [GOC:ai]",19241,0.3,0.017142857142857144,query_1,['GO:0050877']
GO:BP,GO:0006812,monoatomic cation transport,5,1056,10,0.0007423125566776045,0.0024771553857668373,2902;2903;2904;2905;2906,True,"""The directed movement of a monoatomic cation, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:ai]",19241,0.5,0.004734848484848485,query_1,['GO:0006811']
GO:BP,GO:0009649,entrainment of circadian clock,2,29,10,0.0007423125566776045,0.0024771553857668373,5499;5501,True,"""The synchronization of a circadian rhythm to environmental time cues such as light."" [GOC:jid]",19241,0.2,0.06896551724137931,query_1,"['GO:0009605', 'GO:0042752']"
GO:BP,GO:0001964,startle response,2,30,10,0.0007669638150093929,0.0025031676160196673,2903;2906,True,"""An action or movement due to the application of a sudden unexpected stimulus."" [GOC:dph]",19241,0.2,0.06666666666666667,query_1,"['GO:0009605', 'GO:0050905']"
GO:BP,GO:0051291,protein heterooligomerization,2,30,10,0.0007669638150093929,0.0025031676160196673,2902;2904,True,"""The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of component monomers that are not all identical. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer."" [GOC:ai]",19241,0.2,0.06666666666666667,query_1,['GO:0051259']
GO:BP,GO:0048731,system development,8,4032,10,0.0007947483613988751,0.0025656550362550645,2902;2903;2904;2905;2906;54768;5499;5501,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",19241,0.8,0.001984126984126984,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0035556,intracellular signal transduction,7,2946,10,0.0010872785361986086,0.003435337502670072,2902;2903;2904;2905;2906;5501;5518,True,"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]",19241,0.7,0.0023761031907671417,query_1,['GO:0007165']
GO:BP,GO:0007165,signal transduction,9,5868,10,0.0011546064834165334,0.003609664479733794,2899;2902;2903;2904;2905;2906;5499;5501;5518,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",19241,0.9,0.0015337423312883436,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']"
GO:BP,GO:0009966,regulation of signal transduction,7,3018,10,0.0012378805231142338,0.0037902114986074994,2902;2903;2904;2905;2906;5499;5518,True,"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",19241,0.7,0.0023194168323392977,query_1,"['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']"
GO:BP,GO:0048856,anatomical structure development,9,5951,10,0.0012675787434407398,0.003841539661243875,2902;2903;2904;2905;2906;54768;5499;5501;5518,True,"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]",19241,0.9,0.001512350865400773,query_1,['GO:0032502']
GO:BP,GO:0032879,regulation of localization,6,2020,10,0.0012893410862818554,0.0038627149947681426,2902;2903;2904;2905;2906;5501,True,"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]",19241,0.6,0.0029702970297029703,query_1,"['GO:0050789', 'GO:0051179']"
GO:BP,GO:0048513,animal organ development,7,3060,10,0.001300577439315873,0.0038627149947681426,2902;2903;2904;2905;2906;54768;5499,True,"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]",19241,0.7,0.0022875816993464053,query_1,['GO:0048856']
GO:BP,GO:2001239,regulation of extrinsic apoptotic signaling pathway in absence of ligand,2,47,10,0.0016892963580302123,0.0048375873411532905,5499;5518,True,"""Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway in absence of ligand."" [GOC:mtg_apoptosis]",19241,0.2,0.0425531914893617,query_1,"['GO:0097192', 'GO:2001236']"
GO:BP,GO:0007610,behavior,4,672,10,0.0016892963580302123,0.0048375873411532905,2902;2903;2904;2906,True,"""The internally coordinated responses (actions or inactions) of animals (individuals or groups) to internal or external stimuli, via a mechanism that involves nervous system activity."" [GOC:ems, GOC:jl, ISBN:0395448956, PMID:20160973]",19241,0.4,0.005952380952380952,query_1,['GO:0032501']
GO:BP,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,2,51,10,0.0019237499379404783,0.005390129543097378,5499;5518,True,"""Any process that activates or increases the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]",19241,0.2,0.0392156862745098,query_1,"['GO:0097191', 'GO:2001235', 'GO:2001236']"
GO:BP,GO:0008542,visual learning,2,51,10,0.0019237499379404783,0.005390129543097378,2902;2903,True,"""Any process in an organism in which a change in behavior of an individual occurs in response to repeated exposure to a visual cue."" [GOC:jid, ISBN:0582227089]",19241,0.2,0.0392156862745098,query_1,"['GO:0007632', 'GO:0008306']"
GO:BP,GO:0097305,response to alcohol,3,276,10,0.0020200522535258917,0.005403682127679072,2902;2903;2904,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]",19241,0.3,0.010869565217391304,query_1,['GO:1901700']
GO:BP,GO:0007611,learning or memory,3,281,10,0.002028918344475792,0.005403682127679072,2902;2903;2904,True,"""The acquisition and processing of information and/or the storage and retrieval of this information over time."" [GOC:jid, PMID:8938125]",19241,0.3,0.010676156583629894,query_1,"['GO:0007610', 'GO:0050890']"
GO:BP,GO:1903539,protein localization to postsynaptic membrane,2,54,10,0.002028918344475792,0.005403682127679072,2903;2905,True,"""A process in which a protein is transported to, or maintained in, a location within a postsynaptic membrane."" [GO_REF:0000087, GOC:kmv, GOC:TermGenie, PMID:9753322]",19241,0.2,0.037037037037037035,query_1,"['GO:0062237', 'GO:0072657', 'GO:1990778']"
GO:BP,GO:0007154,cell communication,9,6388,10,0.002028918344475792,0.005403682127679072,2899;2902;2903;2904;2905;2906;5499;5501;5518,True,"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]",19241,0.9,0.001408891671884784,query_1,['GO:0009987']
GO:BP,GO:0023052,signaling,9,6364,10,0.002028918344475792,0.005403682127679072,2899;2902;2903;2904;2905;2906;5499;5501;5518,True,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",19241,0.9,0.0014142049025769956,query_1,['GO:0050789']
GO:BP,GO:0007275,multicellular organism development,8,4702,10,0.0020447176125543806,0.005403682127679072,2902;2903;2904;2905;2906;54768;5499;5501,True,"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]",19241,0.8,0.0017014036580178648,query_1,"['GO:0032501', 'GO:0048856']"
GO:BP,GO:0062237,protein localization to postsynapse,2,55,10,0.002055946398746583,0.005403682127679072,2903;2905,True,"""Any process in which a protein is transported to, and/or maintained at the postsynapse, the part of a synapse that is part of the post-synaptic cell."" [PMID:31189538]",19241,0.2,0.03636363636363636,query_1,['GO:0035418']
GO:BP,GO:0007632,visual behavior,2,58,10,0.0022346661823856298,0.005771268314508974,2902;2903,True,"""The behavior of an organism in response to a visual stimulus."" [GOC:jid, GOC:pr]",19241,0.2,0.034482758620689655,query_1,"['GO:0007610', 'GO:0009416']"
GO:BP,GO:0032502,developmental process,9,6492,10,0.0022346661823856298,0.005771268314508974,2902;2903;2904;2905;2906;54768;5499;5501;5518,True,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",19241,0.9,0.0013863216266173752,query_1,['GO:0008150']
GO:BP,GO:0050877,nervous system process,5,1485,10,0.0027532571299048003,0.00698903732975834,2902;2903;2904;2905;2906,True,"""An organ system process carried out by any of the organs or tissues of the neurological system."" [GOC:ai, GOC:mtg_cardio]",19241,0.5,0.003367003367003367,query_1,['GO:0003008']
GO:BP,GO:0018964,propylene metabolic process,1,1,10,0.0028384899233629027,0.0070842983801578325,2902,True,"""The chemical reactions and pathways involving propylene, an alkene produced by catalytic or thermal cracking of hydrocarbons or as a by-product of petroleum refining. It is used mainly in the preparation of alkylates for gasoline and in the production of polypropylene, acrylonitrile, propylene oxide and a number of other industrial chemicals."" [GOC:jl]",19241,0.1,1.0,query_1,"['GO:0006805', 'GO:0043449']"
GO:BP,GO:0051232,meiotic spindle elongation,1,1,10,0.0028384899233629027,0.0070842983801578325,5518,True,"""The lengthening of the distance between poles of the spindle during a meiotic cell cycle."" [GOC:ai]",19241,0.1,1.0,query_1,"['GO:0000212', 'GO:0045132', 'GO:0051231', 'GO:1903046']"
GO:BP,GO:0050890,cognition,3,327,10,0.0028855867531030065,0.007141827213929941,2902;2903;2904,True,"""The operation of the mind by which an organism becomes aware of objects of thought or perception; it includes the mental activities associated with thinking, learning, and memory."" [ISBN:0721619908]",19241,0.3,0.009174311926605505,query_1,['GO:0050877']
GO:BP,GO:0032922,circadian regulation of gene expression,2,70,10,0.0030462565293633975,0.007415886796892861,5499;5501,True,"""Any process that modulates the frequency, rate or extent of gene expression such that an expression pattern recurs with a regularity of approximately 24 hours."" [GOC:mah]",19241,0.2,0.02857142857142857,query_1,"['GO:0007623', 'GO:0010468']"
GO:BP,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,2,70,10,0.0030462565293633975,0.007415886796892861,5499;5518,True,"""The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with withdrawal of a ligand from a cell surface receptor, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis, PMID:15044679, PMID:20816705]",19241,0.2,0.02857142857142857,query_1,"['GO:0038034', 'GO:0097191']"
GO:BP,GO:0038034,signal transduction in absence of ligand,2,72,10,0.0031884054912071076,0.007698832771451308,5499;5518,True,"""The series of molecular signals initiated by the absence of a ligand or the withdrawal of a ligand from a receptor."" [GOC:al, GOC:ppm, GOC:pr, PMID:15044679]",19241,0.2,0.027777777777777776,query_1,['GO:0007165']
GO:BP,GO:0019233,sensory perception of pain,2,82,10,0.004088175032028657,0.009791838584778315,2903;2906,True,"""The series of events required for an organism to receive a painful stimulus, convert it to a molecular signal, and recognize and characterize the signal. A painful stimulus is any physical or chemical event that has the potential to cause tissue damage (actual or perceived) and activates the nociceptive system."" [GOC:curators]",19241,0.2,0.024390243902439025,query_1,['GO:0007600']
GO:BP,GO:0005977,glycogen metabolic process,2,84,10,0.004244695967598739,0.010085397619014603,5499;5501,True,"""The chemical reactions and pathways involving glycogen, a polydisperse, highly branched glucan composed of chains of D-glucose residues in alpha-(1->4) glycosidic linkage, joined together by alpha-(1->6) glycosidic linkages."" [ISBN:0198506732]",19241,0.2,0.023809523809523808,query_1,"['GO:0006112', 'GO:0044042']"
GO:BP,GO:0044042,glucan metabolic process,2,86,10,0.00440262145047259,0.010377607704685389,5499;5501,True,"""The chemical reactions and pathways involving glucans, polysaccharides consisting only of glucose residues."" [GOC:jl]",19241,0.2,0.023255813953488372,query_1,['GO:0005976']
GO:BP,GO:0035418,protein localization to synapse,2,88,10,0.0045619011623337785,0.010585036290727596,2903;2905,True,"""Any process in which a protein is transported to, and/or maintained at the synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:bf]",19241,0.2,0.022727272727272728,query_1,['GO:1902414']
GO:BP,GO:0051716,cellular response to stimulus,9,7205,10,0.004756985280694979,0.010719486269511528,2899;2902;2903;2904;2905;2906;5499;5501;5518,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",19241,0.9,0.0012491325468424704,query_1,"['GO:0009987', 'GO:0050896']"
GO:BP,GO:0008306,associative learning,2,91,10,0.004779476298424465,0.010719486269511528,2902;2903,True,"""Learning by associating a stimulus (the cause) with a particular outcome (the effect)."" [ISBN:0582227089]",19241,0.2,0.02197802197802198,query_1,['GO:0007612']
GO:BP,GO:0043449,alkene metabolic process,1,2,10,0.004872493758868876,0.010719486269511528,2902,True,"""The chemical reactions and pathways involving an alkene, any acyclic branched or unbranched hydrocarbon having one carbon-carbon double bond and the general formula CnH2n, as carried out by individual cells."" [GOC:jl, Wikipedia:Alkene]",19241,0.1,0.5,query_1,['GO:1900673']
GO:BP,GO:1903538,regulation of meiotic cell cycle process involved in oocyte maturation,1,2,10,0.004872493758868876,0.010719486269511528,5518,True,"""Any process that modulates the frequency, rate or extent of meiotic cell cycle process involved in oocyte maturation."" [GO_REF:0000058, GOC:jz, GOC:TermGenie, PMID:25212395]",19241,0.1,0.5,query_1,"['GO:0010564', 'GO:1903537', 'GO:2000241']"
GO:BP,GO:0032501,multicellular organismal process,9,7259,10,0.004872493758868876,0.010719486269511528,2902;2903;2904;2905;2906;54768;5499;5501;5518,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",19241,0.9,0.0012398401983744318,query_1,['GO:0008150']
GO:BP,GO:0048583,regulation of response to stimulus,7,3961,10,0.004872493758868876,0.010719486269511528,2902;2903;2904;2905;2906;5499;5518,True,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",19241,0.7,0.0017672304973491543,query_1,"['GO:0050789', 'GO:0050896']"
GO:BP,GO:1900673,olefin metabolic process,1,2,10,0.004872493758868876,0.010719486269511528,2902,True,"""The chemical reactions and pathways involving olefin."" [GOC:mengo_curators, GOC:TermGenie]",19241,0.1,0.5,query_1,"['GO:0120252', 'GO:0120254']"
GO:BP,GO:0051262,protein tetramerization,2,97,10,0.005120993763919373,0.011183346675618043,2902;2904,True,"""The formation of a protein tetramer, a macromolecular structure consisting of four noncovalently associated identical or nonidentical subunits."" [GOC:ecd]",19241,0.2,0.020618556701030927,query_1,['GO:0051259']
GO:BP,GO:0006112,energy reserve metabolic process,2,98,10,0.005177840351820623,0.011224953171465147,5499;5501,True,"""The chemical reactions and pathways by which a cell derives energy from stored compounds such as fats or glycogen."" [GOC:mah]",19241,0.2,0.02040816326530612,query_1,['GO:0015980']
GO:BP,GO:0005976,polysaccharide metabolic process,2,102,10,0.005553769099877867,0.011534751207438649,5499;5501,True,"""The chemical reactions and pathways involving a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically."" [ISBN:0198547684]",19241,0.2,0.0196078431372549,query_1,"['GO:0005975', 'GO:0043170']"
GO:BP,GO:0065008,regulation of biological quality,6,2917,10,0.006597628936751407,0.013607609682049776,2899;2902;2903;2904;2905;2906,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",19241,0.6,0.002056907781967775,query_1,['GO:0065007']
GO:BP,GO:0042752,regulation of circadian rhythm,2,113,10,0.006679457519385851,0.013681371608673087,5499;5501,True,"""Any process that modulates the frequency, rate or extent of a circadian rhythm. A circadian rhythm is a biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:dph, GOC:jl, GOC:tb]",19241,0.2,0.017699115044247787,query_1,"['GO:0007623', 'GO:0050789']"
GO:BP,GO:1902951,negative regulation of dendritic spine maintenance,1,3,10,0.006849475104061854,0.013745230445313315,2904,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of dendritic spine maintenance."" [GO_REF:0000058, GOC:sjp, GOC:TermGenie, PMID:24328732]",19241,0.1,0.3333333333333333,query_1,"['GO:0031345', 'GO:0097062', 'GO:1902950']"
GO:BP,GO:0051239,regulation of multicellular organismal process,6,2950,10,0.006849475104061854,0.013745230445313315,2902;2903;2904;2905;2906;5501,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",19241,0.6,0.002033898305084746,query_1,"['GO:0032501', 'GO:0050789']"
GO:BP,GO:0042177,negative regulation of protein catabolic process,2,116,10,0.006849475104061854,0.013745230445313315,2903;2905,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of protein catabolic process."" [GO_REF:0000058, GOC:kmv, GOC:obol, GOC:TermGenie, PMID:24785082]",19241,0.2,0.017241379310344827,query_1,"['GO:0009895', 'GO:0030163', 'GO:0042176', 'GO:0051248']"
GO:BP,GO:1902414,protein localization to cell junction,2,118,10,0.007023206080052612,0.013999276548829702,2903;2905,True,"""A process in which a protein is transported to, or maintained in, a location within a cell junction."" [GOC:TermGenie, PMID:18332111]",19241,0.2,0.01694915254237288,query_1,['GO:0008104']
GO:BP,GO:0048522,positive regulation of cellular process,8,5845,10,0.007443405882827979,0.014640341372184833,2902;2903;2904;2905;2906;5499;5501;5518,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",19241,0.8,0.0013686911890504706,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']"
GO:BP,GO:0043200,response to amino acid,2,124,10,0.0076134853713844194,0.014876349705928767,2902;2906,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:ef, GOC:mlg]",19241,0.2,0.016129032258064516,query_1,['GO:0001101']
GO:BP,GO:0006810,transport,7,4346,10,0.00783120635424039,0.01510304082603504,2899;2902;2903;2904;2905;2906;5501,True,"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]",19241,0.7,0.0016106764841233318,query_1,['GO:0051234']
GO:BP,GO:0009628,response to abiotic stimulus,4,1139,10,0.008030241890667832,0.015386979622763523,2902;2903;5499;5501,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]",19241,0.4,0.003511852502194908,query_1,['GO:0050896']
GO:BP,GO:0051754,"meiotic sister chromatid cohesion, centromeric",1,4,10,0.008510168737158671,0.015698882701466618,5518,True,"""The cell cycle process in which centromeres of sister chromatids are joined during meiosis."" [PMID:14730319, PMID:16325576]",19241,0.1,0.25,query_1,"['GO:0051177', 'GO:0070601']"
GO:BP,GO:0043065,positive regulation of apoptotic process,3,524,10,0.008510168737158671,0.015698882701466618,2903;5499;5518,True,"""Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",19241,0.3,0.0057251908396946565,query_1,"['GO:0006915', 'GO:0042981', 'GO:0043068']"
GO:BP,GO:1905429,response to glycine,1,4,10,0.008510168737158671,0.015698882701466618,2902,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glycine stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:18984164]",19241,0.1,0.25,query_1,"['GO:0043200', 'GO:1901698', 'GO:1901700']"
GO:BP,GO:2001235,positive regulation of apoptotic signaling pathway,2,138,10,0.008870211081083702,0.016162286448354962,5499;5518,True,"""Any process that activates or increases the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]",19241,0.2,0.014492753623188406,query_1,"['GO:0009967', 'GO:0043065', 'GO:0097190', 'GO:2001233']"
GO:BP,GO:0001101,response to acid chemical,2,138,10,0.008870211081083702,0.016162286448354962,2902;2906,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:rn]",19241,0.2,0.014492753623188406,query_1,['GO:0042221']
GO:BP,GO:0043068,positive regulation of programmed cell death,3,542,10,0.009147769433948785,0.016465984981107813,2903;5499;5518,True,"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",19241,0.3,0.005535055350553505,query_1,"['GO:0012501', 'GO:0043067', 'GO:0048522']"
GO:BP,GO:0006470,protein dephosphorylation,2,143,10,0.009362836648639817,0.016751581232807383,5499;5501,True,"""The process of removing one or more phosphoric residues from a protein."" [GOC:hb]",19241,0.2,0.013986013986013986,query_1,"['GO:0016311', 'GO:0036211']"
GO:BP,GO:0048518,positive regulation of biological process,8,6176,10,0.010130983836971145,0.017910132140359702,2902;2903;2904;2905;2906;5499;5501;5518,True,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",19241,0.8,0.0012953367875647669,query_1,"['GO:0008150', 'GO:0050789']"
